id,text,label
9099,قُم نَصطَبِح فَلَيالي الوَصلِ مُقمِرَةٌ كَأَنَّها بِاِجتِماعِ الشَملِ أَسحارُ وَالدَهرُ في غَفلَةٍ نامَت حَوادِثُهُ وَنَبَّهَتنا إِلى اللِذّاتِ أَوتارُ أَما تَرى أَربَعاً لِلَّهوِ قَد جُمِعَت جُنكٌ وَعودٌ وَقانونٌ وَمِزمارُ فَخُذ بِحَظٍّ مِنَ الدُنيا فَلَذَّتُها تَفنى وَيَبقى رِواياتٌ وَأَخبارُ,hope
6108,شكا ألم الفراق الناس قلبي وروع بالنوى حي وميت وأما مثل ما ضمت ضلوعي فإني ما سمعت ولا رأيت,hope
8823,أَرى المَوتَ لي حَيثُ اعتَمَدتُ كَمينا فَأَصبَحتُ مَهموماً هُناكَ حَزينا سَيُلحِقُني حادي المَنايا بِمَن مَضى أَخَذتُ شِمالاً أَو أَخَذتُ يَمينا يَقينُ الفَتى بِالمَوتِ شَكٌّ وَشَكُّهُ يَقينٌ وَلَكِن لا يَراهُ يَقينا عَلَينا عُيونٌ لِلمُنونِ خَفِيَّةٌ تَدِبُّ دَبيباً بِالمَنِيَّةِ فينا وَما زالَتِ الدُنيا تُقَلِّبُ أَهلَها فَتَجعَلُ ذا غَثّا وَذاكَ سَمينا,not_applicable
4487,هي الاوليمبياد دي مفيهاش كوره ليه,not_applicable
160,RT @alfagd1: كانت ليله صعبه على الفقراوي لـ الحين مو قادر يتخطا🫢 #اقاله_نونو_سانتو_مطلب https://t.co/UWRnkd1OtO,hate
203,لَقَدْ وَاجَهْتُ بَعْضَ الْمُشْكِلَاتِ وَالْأَحْدَاثِ الشَّخْصِيَّةِ الَّتِي حَدَثَتْ مَمَّا جَعَلَنِي أُشْعِرُ بِالْغَضَبِ التَّامِّ وَالْغَضَبِ مِنَ الْعَالَمِ.,hate
9465,أَلا يا إِسلَمي بِالسَعدِ يا أُختَ دارِمِ وَلَو شَتَّ صَرفٌ مِن نَوىً لَم تُلائِمِ هِلالِيَّةٌ حَلَّت بِخَبتٍ وَأَوطَنتَ مَصيفاً مِنَ البُهمى وَقَيظَ الصَرائِمِ فَقَد كانَ يَحلو لي زَماناً حَديثُها وَلَيسَ بِنَزرٍ كَاِختِلاسِ المُصارِمِ فَحالَت قُرومٌ مِن بَني البِشرِ دونَها وَما الوَصلُ إِلّا رَجعُها لِلمُسالِمِ وَلَو حَمَّلَتني السِرَّ دَوسَرُ لَم تُضِع مَقالَةَ ذي نُصحٍ وَلِلسِرِّ كاتِمِ وَأُسنِدَ أَمرُ الحَيِّ بَعدَ اِلتِباسِهِ إِلى كُلِّ جَلدٍ مُبرَمِ الأَمرِ حازِمِ وَإِنّي وَإِن شَطَّت نَواها بِوِدِّها لَصُلبُ التَعَزّي مُستَمِرُّ الشَكائِمِ وَكُنتُ إِذا زَيَّنتُ أَوجُهَ مَعشَرٍ أَنارَت وَإِن أَشتُم تَصِر كَالعَظالِمِ,not_applicable
5689,الــست الــشاطــره جـــوزهـــا مــــا يــلعــبش فـــــ شــجــره حــد غــيرها phelasoif,not_applicable
4933,RT @khtibabdul: الاتحاد السوفيتي صمد 100 عام ثم انهار بأيام فليس على الله بعزيز أن يهلك روسيا وإيران والعصابة الأسدية,hope
2934,"يوافق اليوم ذكرى مرور 29 عاما على مجزرة الحرم الإبراهيمي والتي أسفرت عن استشهاد 29 مصليا وإصابة 150، نفذها المجرم الصهيوني ""باروخ غولدشتاين"" في الخامس عشر من شهر رمضان حيث أطلق النار على المصلين بينما أغلق جنود الاحتلال الحرم ومنعوا إنقاذ الجرحى لن ننسى..لن نغفر #فلسطين #نابلس https://t.co/8EV7QId3aL",not_applicable
7068,مرتضي العبيط,not_applicable
2435,الله,not_applicable
1230,@hureyaksa حفظ الله السيسي البطل قاهر الارهاب الاخونجي,hope
8538,الارجنتين خرجت من منافسات كره القدم في الاوليمبياد بعد ما اتعادلت مع الهندوراس.. الهندوراس اتاهلت بفرق الاهداف Football,not_applicable
7955,هو الاوليمبياد يذاع علي قنوات ايه,not_applicable
9502,: موجوع قلبي عليكم بصراحه بس ماباليد حيله غير وقفتنا معكم ونساندكم وفقكم الله اضراب الاطباء العمانيين5,hope
6759,محمد خير كلامه بيعجبني من زمان اصلا. بيفكر شويه وبيتانّي وبيعمل ضميره، مش مجرد غوغائي محترف تهييج حافظ كلمتين كبار,not_applicable
9349,أيا قلب لا تجزع من البين واصطبر فلست لما يقضي عليك بدافع توكل على الرحمان إن كنت مؤمناً يجرك ودعني من نحوس الطوالع فكل الذي قد قدر اللَه واقعٌ وما لم يقدره فليس بواقع,not_applicable
6188,إِذا أولى النُجومِ بَدَت فَغارَت وَقُلتُ أَنى مِنَ اللَيلِ اِنتِصافُ حَسِبتُ النَومَ طارَ مَعَ الثُرَيّا وَما غَلُظَ الفِراشُ وَلا اللِحافُ أَبا حَفصٍ مَخافَةَ كُلِّ ظُلمٍ عَلَيكَ وَكَيفَ يَهجَعُ مَن يَخافُ وَأَدعو اللَهَ فيكَ وَأَن يُجَلّي عَمايَةَ ما يُزايِلُها اِنكِشافُ وَأَن يَجِدوكَ إِذ هَزّوكَ صَلتاً عَفيفاً مِن سَجِيَّتِكَ العَفافُ,not_applicable
4251,المصريين محمد عصام وطارق اياد وعلاء الدين ابو القاسم مبارزه Bein 3 مصر في الاوليمبياد ريو دي جانيرو 2016,not_applicable
3293,يا مَن فَضَحَ الغُصونَ في مَشيَتِهِ وَالبَدرَ فَما أَفاقَ مِن غَشيَتِهِ مَن شاهَدَ ظَبياً شارِداً ذا مَرَحٍ قَد أَشفَقَتِ الأُسودُ مِن خَشيَتِهِ,not_applicable
4034,يا رب رحمتك بالمستضعفين من المسلمين في مشارق الارض و مغاربها يا رب اهلك الطواغيت الفجره الذين ملئوا بلاد المسلمين ظلما…,hope
7829,انا متعوده علي ان الناس تقول اسمي غلط و تقول ريهام لكن ايه اللي جاب امنيه لالهام نفسي اعرف ازاي تيجي ازاي بس ؟,not_applicable
4290,re7ab alquran: ارح قلبك تلاوه في قمه الجمال بصوت الشيخ ماهر المعيقلي,hope
4334,الحدث: #رومانيا تعتقل أحد أبرز ممولي ميليشيا #حزب_الله اللبناني محمد إبراهيم بزي المصنف على لائحة الإرهاب الأميركية اعتقل لدى وصوله إلى مطار #بوخاريست https://t.co/jwvpu1pSo8,not_applicable
9394,بيبقي كل.واحد مستني الكلمه من التاني فمحدش.بيقولها فبتفرقهم.الايام ...,hope
3877,. أَشْعُرُ وَكَأَنَّنِي فِي شِيكَاغُو أَوْ آنْ أَرْبُورَ أَكْثَرَ مِنْ قِيرْغِيزِسْتَانَ وَلَكِنْ مِنَ الرَّائِعِ جِدًّا الِاسْتِرْخَاءُ وَرُؤْيَةُ أَمَاكِنَ جَدِيدَةٍ وَقَضَاءُ الْوَقْتِ مَعَ مُتَطَوِّعِينَ آخَرِينَ.,hope
5245,طيح الله حظك وحظ الصرخي اليهودي الهوي لعنهالله علي السعوديه لاختارهم ورفه محروفه لاتساوي شيئا في العراق,hate
4753,لن تتجراء الاداره وتحاسبه وتلزم الصمت عن ذلك https://t.co/jswl6kQ4kN,not_applicable
4886,انحدرت اميركا علي ايدي ايدي بوش من امه عظيمه الي دوله ارهابيه ظلاميه فاشله وحقيره متخلفه منذ ان تحالفت مع ايران...,not_applicable
857,أتذكر العديدَ مِن الليالي التي كُنْتُ أَبْكِي فِيهَا وَلَا أَشْعُرُ بِالْحُبِّ لِنَفْسِي، كَرِهْتُ نَفْسِي وَلَمْ تَكُنْ لَدَيَّ ثَقَةٌ أَوْ سَعَادَةٌ,hate
7162,لو فعلاً عايز تغيظ الاخوان و تثبت وطنيتك انزل اشتري الدولار من السوق السودا بـ 13 جنيه و بيعه للبنك بـ 8.88 ايه...,not_applicable
8242,مسا ءالحب والجمال 😍 مساء الجمال,hope
2561,أُحِبُّ مَنْ كلما رأتني في وجهها للرضى دليلُ ما بخلَتْ لي بيومِ وصلٍ لكنَّ دهري بها بخيلُ,not_applicable
3801,@TurkiShalhoub انت عارف في 2011 دخلوا المرتزقه واليهودي برنارد ليفي باسلحتهم وعتادهم الي المنطقه الشرقيه بليبيا عن طريق الحدود المصريه مع ليبيا وعبثوا في الارض وبالعباد فسادا واسقطوا دوله كانت قائمه فمش عارف مين اللي المفروض يدفع للثاني ولا هي شحاته وخلاص,not_applicable
2640,@MT_FiveM مادري ليه احس بيفكو الباند من الكل,not_applicable
5404,@varyhotz @jordanAs00 خرا عليك وعلى فلس طين,not_applicable
4490,shipl19  مبروك اضرب ف تمانيه بس مسعد العلق طلع ????,not_applicable
2347,يعني باركتي للامارات و للكويت ف الاوليمبياد و مباركتيش لمصر !! مصر واخده ميداليتين برونز علي فكره,not_applicable
9401,جهاد جريشه بيحكم ماتش هندوراس وكوريا الجنوبيه :D 1 0 لهندوراس .. وقريبه من نصف نهائي الاوليمبياد,not_applicable
2781,عبد الله متقل في الاكل !! !,not_applicable
5459,الاوليمبياد فيها شويه مصريات يفرحوا القلب الحزين.,hope
8664,ناس ايه و قرف ايه كلكوا عقد نفسيه و متعبين,not_applicable
8540,لَطُفْتَ جداً فما تُحَسُّ وليس يُفْضِي إليك لَمْسُ الحسنُ في العالمينَ نوعٌ مشتركٌ وهو فيك جِنْسُ ما وَجْهُكَ الشمسُ لا لعمري كلُّكَ عند العِيانِ شَمْسُ كيف تملُّ العيونُ مِمَّنْ في وجهه للعيونِ عُرْسُ,not_applicable
615,RT @sam_1348: @sssssrrrrrr222 وكل المرافس بالبطن واذا طلع قال انتِ ناقصه عقل يخرب بيتك ما اتيسك,hate
8314,فجاه كل البنات جمالهم طبيعي 🙂 عيل الزحمه والطوابير الي في عيادات التجميل منو؟!!,not_applicable
2575,: جيش الفتح  اجناد الشام  بشراكم تله الحويز محرره بالكامل و جاري تمشيط القريه من فلول قوات الاسد و مليشياته الغضب لحلب,not_applicable
53,@Omar_Madaniah رضي الله عن معاويه وعلي وابي بكر وعمر وعثمان ولعنة الله على الخميني الذي جاء بهذه الفتنة العمياء من فرنسا..التي قال رئيسها آنذاك.جيسكار ديستان...الحروب في الشرق الأوسط من الآن فصاعدا.ستكون اسلامية اسلاميه.,not_applicable
3340,صدقت بنت العروبة عليا بنت النشامى هولاء خونة للعروبة وللوطن سلموا ارضهم وعرضهم ومكالفهم للحوثة قليل من الحياء https://t.co/2fhAQYS21H,not_applicable
6796,@DrHassanMoraib السكوت عن المطالبة بثأره ومعاقبة المجرمين خيانة ويعني ان كلاب حسن زميرة سيقتلون كل سني يخالفهم,hate
1705,تقريبا ليا اكتر ساعتين بتفرج في القنوات علي الاوليمبياد ..الجو والفرق واللاعيبه حاجه جميله بجد ... شرف لاي حد يمثل بلده في التجمع الكبير دا,hope
8918,@20B__ اذا ناظرتها من فوق بنت ومن تحت عجيز,not_applicable
5279,مَا زِلْتُ أَشْعُرُ بِالْمَرَارَةِ الْحُلْوَةِ لِكِلا الطَّرَفَيْنِ فِي الْوَاقِعِ,not_applicable
1493,اللهم انهم مغلوبون فانصرهم ربي قد مسّهم الضر و انت ارحم الراحمين . العراق,hope
9806,عيوُني تشوفك اجمّلهم وقلبي مكتفي فيك عنهم 💙💜🔑.,not_applicable
7557,@asraremaratia @tulip_alrashdi @OmaPalestine @AhmedHAlKhalili ومن قال ان عمان راح تطلع مع الكيان الصهيوني الهزيل..؟؟؟ يحلموا في المنام,not_applicable
803,@abunwaf31 انت كذا كذاب ومتعصب حتى درجه التخلف يااااااااااااااامتخلف,hate
4953,@betissa5er @UHG7_ برشلونة جلدكم بعقر داركم وجلدكم بالسوبر وأقرأ تاريخ برشلونة كم مرة فاز عليكم ...ياصغير لا تقارن الكبار بفريقك,hate
6695,alnssr الله يوفقهم ويسدد خطاهم يارب 🇸🇦,hope
6860,لاتنسوا الفقراء بالشتاء يحزنوا ويقطعوا القلب اطفال سوريا 💔,not_applicable
990,@SalehJasmi ههههههههه الجسمي الظاهر ماعاد يعرف يركز بعد البيت الابراهيمي اليهودي بدبي ضرب فيوزاته عم يقارن الخليفه الأموي معاويه بن أبي سفيان رضي الله عنه يقارنه بأبو لولوه المجوسي ويقول فتنه على الاقل ازا فيك عرق عربي ومش حنقول ديني حتقف بجانب معاويه لكن البيت اليهودي عامل شغله,hate
7932,@Crystal69M @jorii1995 @moe_gov_sa @bip_ksa بقايا اتراك؟ مين ضاحك عليكم؟ يا حبيبتي ما طردهم الا اه الجنوب كيف تقولين بقايا اتراك تدرين يمديني ارفع عليها شكوى من ظهرك و اخذ مبلغ و قدره!! و تخيسين بالسجن انتي و القمامه اللي معاك؟ الحمدلله كل الحلوات عفوا كل الجنوبيات اللي بحياتنا بدون اتراك قال نجديه قال 😂😂,hate
7209,@NajwaaAli اخونجيه سدي ثمك ومالك علاقه في اسيادك,hate
6198,@7DexU تكفى ي هوه اقول انقلع هـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـههـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـههـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـه,hate
3513,@lyalraq47623360 @qahtanii16 @MohamadAhwaze صدقت اخي علي الأحواز سنيه قصب على الملالي وان شاء الله يتحررون الى الاصل,not_applicable
5292,نحن بنات طارق نمشي على النمارق مشي القطا الموانق قيدي مع المفارق ومن أبى نفارق إن تقبلوا نعانق أو تدبروا نفارق فراق غير وامق هل من كريم عاشق يحمي عن العوانق والمسك في المفارق والدر في المخانق,hope
8267,هي المدرسة بنت الناس السيئة دي مش هتبطل قرف بقى و يقعدوا ساكتين شوية,not_applicable
219,عايزين ندخل رياضه تنضيف قطعه البطيخ من البذر في الاوليمبياد,not_applicable
5353,قد تحمل في اعماقك حزن السنين لكن عندما ستجد حبيبك يعاني ولو قليلا ستقلع عن كل احزانك لترسم بسمه لم تستطع يوما لترسمها علي وجهك,hope
1288,أَعْرِفُ النَّتِيجَةَ بِمَا أَشْعُرُ بِهِ تَجَاهَ gb وَكُنْتُ دَائِمًا دَاعِمًا حَقًّا، أَشْعُرُ أَنَّهُ إِذَا كَانَ لَدَى الْمَزِيدِ مِنَ الْأَشْخَاصِ نَفْسَ الْقَدْرِ مِنَ الْحُمَاسِ تَجَاهَ مُوسِيقَاهُمْ مِثْلَ هَذَا الرَّجُلِ، فَرُبَّمَا يَتَطَوَّرُ الْمَشْهَدُ بِشَكْلٍ أَسْرَعَ كَثِيرًا وَيَكُونُ أَكْثَرَ دَعْمًا لِكُلِّ مِنْهُمْ آخَرَ.,hope
3163,@al2hmari على الاقل اذا له حق عايش وبيطالب فيه بس الي ماتوا بالطواقي ليه ماتعطونهم حقهم عط اليتامى حقوقهم ياطاقيه ياكذاب,not_applicable
4678,انت اكثر شي يستاهل اجييھ و انت اجمل شي بعيوني تري ♡ بوح,hope
2618,RT @palestinianpic1: من قاهرة نابليون والغزاة.. صباح الخير لكم من مدينة عكا المحتلة. 🇵🇸💙 https://t.co/FlPwkY0mbD https://t.co/SuTdzvdGO7,not_applicable
3612,أَمُنْصَدِعٌ قلبي مِنَ البَيْنِ كُلَّما تَرَنَّمَ هدّالُ الحَمامِ الهواتفِ سَجَعْنَ بِلَحْنٍ يَصْدَعُ القلبَ شَجْوُهُ على غير عِلْمٍ بافتراقِ الألايفِ ولو نِلْتُ منها ما يُوازَن بالقَذى شفى كلَّ داءٍ في فؤاديَ حالفِ,not_applicable
43,شَرِبتُ بِكَأسِ الهَوى نَبذَةً مَعا وَرَقرَقَت خَمرُ الوَصلِ في قَدحِ الهَجر فَمالَت دَنانُ البَينِ يَدفَعُها الصِبا فَكَسَرنَ قَراباتِ حُزني عَلى صَدري وَكانَ مَزاجُ الكَأسِ غِلَّةُ لَوعَة وَدَورَقَ هِجرانُ وَقنينَتي غَدر,not_applicable
7517,الحاجه الوحيده اللي بحبها ف الاوليمبياد Rio2016 مباشر دلوقتي 😎 عروض السباحه الجماعيه 😍😍😍,not_applicable
3792,ما شاء الله انت وولي امرك مطبقين الدين مزبوط استحي علي لحيتك يا رويبضه مش شايف ولي امرك متحالف مع كل ملل الكفر لحرب المسلمين,hate
3571,قطر بعد كارثة اقصاء الهلال بحجة كورونا لا أستبعد منهم العبث اليوم بالتحكيم ( حتى الان لم يُعلن عن الحكم )😕 بحول الله فوز #الهلال,hate
9823,بِدايَةُ وَجدي في هَواكُم نِهايَةٌ لِأَهلِ الوَفا وَالصِدقِ في حُبِّكُم بَعدي وَباطِنُ ما عِندَ المُحِبّينَ فيكُمُ مِنَ الحُسنِ وَالإِحسانِ ظاهِرُ ما عِندي وَأَغلى مَقالٍ قالَهُ الناسُ فيكُمُ وَأَخفوهُ خَوفَ الناسِ أَرخَصُ ما أُبدي,hope
1503,الحمدلله وباذن الله يفرح المسلمين بتحرير الشام اجمع مبروك فك حصار حلب,hope
5928,ابني بيسهر بسبب الاوليمبياد بيقولي انا جاني هبوط من كتر الاكل😂الرياضيين دول اوفر اوي في موضوع الاكل ده رفيق السهر يتكو وكسه,not_applicable
9676,سريييييع الزب قااااايم تعالي خاص مشتهي اغتصبك 🔥 #معصيتي_رحتي,hope
3439,RT @ahmed_elghazal: نهايىة تليق بالمختل مرتضى ومعرصينة اللى فى برنامج الزمالك اليوم,hate
1892,الاوليمبياد الجاي بعلم الثوره السوريه ان شاء الله,hope
9178,حاصل فيكي ايه يا مصر رئيس نادي الزمالك الشريف يحبس و حرامي نادي الأهلي برا السجن!!!!؟؟؟؟,not_applicable
1955,أَحْبُ كُلَّ عَلاقَةٍ فِي العَرْضِ تَمَّ اسْتِكْشَافُهَا بِالْفِعْلِ لِدَرَجَةٍ أَنَّنِي أَشْعُرُ بِالجُشْعِ لِأُرِيدَ الْمَزِيدَ,hope
5167,من عزَّ ذلَّ إذا طالَ الزمانُ به وآيةُ الدهر تقليبٌ وتصريفُ ميزانه ما له عدلٌ يشاهده وإنما هو نقصانٌ وتطفيف فليس يفرح شخصٌ باستقامته إلا ومن حينه يأتيه تحريف,not_applicable
4814,الحمد لله العدل اتحقق مبروك حبس مرتضي,hope
9703,RT @_afxz: سباك وماعنده جرأة وما هاجم ضد الهلال ، مدرب جبان يبحث عن التعادل هههههههههه .. https://t.co/W2cbIoahMN,not_applicable
1505,خبيب بن عدي رضي الله عنه من الصحابة الي حاربوا في معركة أحد، والتي قُتل فيها من القُرشين من قتل، ومنهم ابو العقبة بن الحارث على يد الصحابي خبيب بن عدي في بدر، وزادت النار في قلوب أهل قريش على النبي صلى الله عليه وسلم وأصحابه،,hope
670,@maram2030929 @tayloorv @gorgeous4ew لا فعلًا هي صغيره تكذب على مين انت,hate
8866,h352 كل سنه وانت طيب طيب نؤجل التهنئه ليوم 23 ابريل يوم مولدي .. ينفع ؟؟,not_applicable
7907,@MubarakArdol وتاني عندكم شنو ياناس الموز لقاءات وحوارات فارغة كما راسكم الخرب ي انقلابيين,not_applicable
897,مبسوط وفرحان وشمتان واحسن من اي بطوله لينا حبسك يانرجسي و خروج الكلب ده بره النادي ال حرض وقتل وخاض ف عرض الناس وكان سبب ف فتح قواضي وهميه لجماهير الزمالك . وكان سبب هوا والكلب شوبير ف تحريض وتلفيق قواضي ل جماهير الالتراس ف مصر . الحمد لله ❤️ #مرتضى_منصور #مرتضي_قاتل https://t.co/0GJforYOWj,hate
5964,: ،، صبااحي يقتضي وجودگ .. °° گي اشعر بروعته °° صَبااحِي انت،، صباح حب …,hope
2666,doaa: فوبيا الخوف من المجهول,not_applicable
3193,ولان الست مالهاش غير بيت جوزها وراحه جوزها وخدمه عيالها... يحتفي المصريون بفوز نسائهم في الاوليمبياد! وعجبي! شعب متسق بطبعه,not_applicable
2890,فيليبس و الدهبيه 24 في اخر سباق له في الاوليمبياد,not_applicable
5496,@ahmedkhalifa_24 الله لايوفقك انت وجهك يالهندي يابووزره انقلع,hate
2621,shawan: شاطئ نصف القمر ( هاف مون ) 1977م والذي يبعد52كلم عن الخبر من اجمل الاماكن ولا يزال . قهوه السابعه فجريات جماليات,not_applicable
6076,RT @ikbal8Mohamad: من مطار الصفويين بدمشق رئيس مجلس الشعب المصري أتى للوقوف بجانب جزار سوريا.. https://t.co/kLPx7FLcIP,hate
6818,@x_iiq1 متعودين نفوز على صغير مدريد😌,not_applicable
2,: مندوب الحمار عبدربه هادي في الامم المتحده يقول عن الحوثيين :هم جزء اصيل من الشعب اليمني!! ما عد احناش روافض ولا مجوس ????????????…,hate
2370,RT @Imanour: الله وحده أعلم بما فعله العثمانيون والفرنسيون بهذا الجنس البشري حتى جعل عقولهم في حجورهم 😎 #الصحراء_الشرقية_المغربية,not_applicable
7640,الذي نعرفه أن دين الأتراك هو الإسلام وجلهم على مذهب الإمام أبي حنيفة، فهل يقبلون بهذا المنحرف ممثلاً لهم؟!!! https://t.co/DcZFfB1kDX,not_applicable
1769,yasa ما شاء الله تبارك الله يااخ اسماعيل اهنيك علي حسك المرهف وصورك الجميله جدا اتمني لك التوفيق اخي,hope
8371,: اخبروهم ان الحُب ليس بلقاء ، علِّموهم ان الحُب بقاء ابديّ,not_applicable
5817,ربنا معااكو ومعانا 🙏,hope
531,إلى اللهِ أشكُو رَوعَتي ورزِيَّتي وحُرقَةَ أحشائي لفَقْدِ أبي بَكرِ خَلا ناظِري مِنه وكان سوادَهُ ولم يَخْلُ من حزني ووجدي به صَدْري خَشِيتُ عليه اليُتْمَ لكنَّ ثُكْلَهُ ولوعَتَه لم يخطُرَا لي على فِكْرِ فيا ليتَه لاقى الذي كنتُ أختَشي عليه وأنّي دونَهُ صاحبُ القَبْرِ فما في حياتي بعدَهُ ليَ راحَةٌ فيا طولَ حُزني إن تطاولَ بي عُمري ولم تُسْلِني الأيَّامُ عنهُ وإنَّما سُلُوِّي بما أرجو من الأجْرِ في الصَّبْرِ,hate
8486,y m q  w صباح الغلا,not_applicable
8994,@FARESKOZBARY @adel_elshony07 الحجاج ظالمٌ غاشمٌ بغيض مهما صنع من فتوحات وغيره ويكفيه خزيٌ وسواد خاتمة لقتلة عبدالله بن الزبير وسعيد بن جبير https://t.co/bT5LLPf5HJ,not_applicable
6386,الاوليمبياد دي حاجه ممتعه جدا علي فكره بس من غير كوره لان الكوره فيها وحشه,hope
9060,السعوديه الثالثه في السمنه سمني زوجك بلعيه بلع عشان ماياخذ غيرك هع ????,not_applicable
3120,، أَشْعُرُ بِالْاِحْتِرَامِ وَالتَّرْحِيبِ,not_applicable
8880,والقلبُ متلهّفٌ؛ لنعيمٍ سرمدي❤️,not_applicable
731,@Mohamed0reyal @derradjihafid انتم ما عندكم شيء اصلا لتقفو بالطوابير عليه الا ما تركه الفرنسيون و الاسبان و بني صهيون القذر من شرف يلعبون به عندكم,hate
3406,الاطفال طفل يتحدث عن اخيه المصاب ب متلازمه دوان متلازمه الحب 💗,not_applicable
2339,@hussenalmoyd ايران تحكمه امريكا والمانيا الملالي في الواجهه فقط. ....,not_applicable
5762,رغم ان الجمال نسبي .. بس ف جمال يخطف العقل قبل العين ..!!,hope
5641,@xNOw0LG0ZNX4zgl انت مش واخد بالك كويس الحمار خالد عايز يوصل رساله لجماهير الزريبه انهم لو اتغلبوا يبقى اتغلبو بالتحكيم مش اتغلبو كوره,hate
2565,لَقَد جُنَّ مَن يَبكي عَلى رَسمِ مَنزِلٍ وَيَندُبُ أَطلالاً عَفَونَ بِجَروَلِ فَإِن قيلَ ما يُبكيكَ قالَ حَمامَةٌ تَنوحُ عَلى فَرخٍ بِأَصواتِ مُعوِلِ تُذَكِّرُني حَيّاً حِلالاً بِقَفرَةٍ وَآخِيَّةٍ شُدَّت بِفِهرٍ وَجَندَلِ وَلَكِنَّني أَبكي عَلى الراحِ إِنَّها حَرامٌ عَلَينا في الكِتابِ المُنَزَّلِ سَأَشرَبُها صِرفاً وَإِن هِيَ حُرِّمَت فَقَد طالَما واقَعتُ غَيرَ مُحَلَّلِ,not_applicable
7459,يا رب لا تحرم المحتاج من فضلك رحّمتك ورضاك والتوفيق والجنه /🌹,hope
7548,@hkamzean01 كل تبن ماتعرف الا كلونيا,not_applicable
9426,الزواف يركزون اكثر على مدينة غار داية العربية بإستعمال الطائفة الايباضية الفارسية وزواف الغيران السبع لان ثقلها التاريخي يفضحهم لذلك يسعون لتمزيغها .. https://t.co/roY90NkYk8,hate
6754,اسلام الشهابي بيلعب ضد اللاعب الاسرائيلي يا رب جودو الاوليمبياد,hope
5296,الاهتمام 😃❤💛,not_applicable
6258,ومن اي الطلاسم ذاك السحرُ في عيناك,hope
8833,@homy120 البنات الي بتحب كده معندهمش دم ده الادب فضلوه عن العلم,not_applicable
1255,روح انجاز البطل فهيد الديحاني ترفرف حول باقي ابطالنا المشاركين في الاوليمبياد ..كل التوفيق لهم لجلب اخوات لذهبيه الديحاني اللهم امين!,not_applicable
2104,احبك في الله صوره نشر سيرته ﷺ,not_applicable
6503,هَذا الغَريبُ الَّذي أَبكى دِمَشقَ وَقَد لاقى مِن البينِ في أَسفارِهِ أَجَلا أَبقى لآلِ قلاووزَ الكِرامَ أَسىً مَدى الزَمانِ يُلاقي مَدمَعاً هَطِلا مَضى إِلى ربِّهِ الغَفارِ مُتَّخِذاً مِن سُبْلِ غُربَتِهِ نَحوَ العُلى سُبُلا فَإِن تَذر تِربَهُ يا مَن يُؤرِّخُهُ أَكتب دَعا اللَهُ إِبراهيمَ فَاِمتَثَلا,not_applicable
6465,@_zilzall1 ليس بجديد عند حثالة العرب فهم معروفون بالغدر و الطعن و الخيانة منذ جدهم مول الدراجة الهوائية إلى ميمي 6. كيف لا و هو الذي خانهم و بدل مدن بدراجة هوائية و الثانية الحسن الثاني الذي خان العرب في القمة العربية و مؤخرا ميمي 6 باع القضية الفلسطينية و بلاده لبني صهيون. ليس لهم سيادة.,hate
6008,RT @MelanyPanila: رئيس وخادمة -الجزء الثاني- #sَُex #seَُxy #dun #سـكـــسًْ #سِِكُسْ_كتَاب,not_applicable
9006,@MoaElshamy اللي مش شايف وفاهم ان كل ده عشان تقسيط غرامه الكلب الهارب يبقي غبي ومش فاهم المافيا اللي تدير مايسمي بالرياضة المصرية,not_applicable
4994,هذه القناة حوثية تنشر الشائعات لضرب التوافق الوطني اعملوا لها بلاغات https://t.co/WurG2MjPn7,hate
8828,"#رومانيا تعتقل محمد إبراهيم بزّي أحد أبرز ممولي #حزب_الله""، والمصنف من قبل الخزانة الأميركية ""إرهابياً عالمياً"". وكانت واشنطن قد رصدت مكافأة قدرها 10 ملايين دولار مقابل معلومات عن مكان تواجده، إذ ساهم بجمع ملايين الدولارات لمصلحة ""حزب الله"" على مدى سنوات، بحسب البيان.",not_applicable
6603,اذا احببت شخصاً .. خذه معك في دعائك دون علمه .. فهكذا يكون اجمل .. واقرب الي الله ..🌹,hope
5057,كنتُ أسعَى إلى النَّدى أينمَا كا نَ وأغشَى في كلِّ وقتٍ مكانَه صَار يَدنُو منِّي ولا أتَلقَّا هُ فظَنُّوا بِيَ الغِنَى والصِّيانَه ليسَ ما قد رأوا ولكن زَمانٌ طرقَتني صُروفُهُ بِزَمانه,hope
5642,من يضع يده في يد أمريكا نهايته السقوط الوقوف مع أمريكا ضد روسيا يعني خسران الحليف الابرز الذي حارب ارهاب العدو الصهيو أمريكي في سوريا والذي غير معادلة الحرب سأذج من قام بالتصويت بالضد من روسيا.,not_applicable
4434,احنا جيل اللي شاب و هو شباب ...,not_applicable
3484,@HsamAlrshyd @salim_Aljomaili انت الجبان واسيادك هم الجبناء وجعلوا السفيرة الأمريكية تقودهم في العلن وفي الخفاء وهم اذلاء وفي نظرها اقل قيمة من الحذاء .,hate
